website,category_1,confidence_1,category_2,confidence_2,error,status
pacogames.com,Gaming,0.9159656763,Gaming,0.7638140321,FALSE,200
fantasynamegenerators.com,Health & Medicine,0.4780519307,Arts & Entertainment,0.4658830762,FALSE,200
dewey-a581d7439cfa4065efa6b27a19f64662.read.com,,,,,TRUE,410
jokekroako.com,,,,,TRUE,411
ncaudienceexchange.com,News/Media,0.3914484382,,,FALSE,200
suprbay.org,File Sharing/P2P,0.7591574788,Community Sites,0.3163003922,FALSE,200
infogram.com,Computers & Technology,0.7041230798,Arts & Entertainment,0.5786312819,FALSE,200
bsds.online,Arts & Entertainment,0.9954866767,Computers & Technology,0.237415567,FALSE,200
ttsmp3.com,Education/Reference,0.4287520051,Computers & Technology,0.266040206,FALSE,200
junji-ito.com,Arts & Entertainment,0.9922571182,Computers & Technology,0.2162983268,FALSE,200
bloobio-eightballpool.com,,,,,TRUE,410
myunidays.com,Education/Reference,0.3539304435,Shopping,0.1447987407,FALSE,200
vizcloud.co,,,,,TRUE,411
2convert.me,,,,,TRUE,410
thinglink.com,Business,0.2418437451,Computers & Technology,0.2022106647,FALSE,200
cmp.com,News/Media,0.3750718236,Financial Services,0.16190961,FALSE,200
leverageedu.com,Education/Reference,0.9842980504,Education/Reference,0.5743429661,FALSE,200
gutsberserk.com,Arts & Entertainment,0.9898114204,Computers & Technology,0.4739317,FALSE,200
danielfooddiary.com,Restaurants & Dining,0.4661018252,Restaurants & Dining,0.3487164974,FALSE,200
fishtailcyclery.com,Automotive & Transportation,0.351213187,Automotive & Transportation,0.3495975733,FALSE,200
247mirror.com,Arts & Entertainment,0.5526746511,Arts & Entertainment,0.3615457118,FALSE,200
pnwchords.com,Religion & Spirituality,0.851894021,Arts & Entertainment,0.8445733786,FALSE,200
looka.com,Arts & Entertainment,0.8712539077,Advertising/Marketing,0.7122231126,FALSE,200
teenvogue.com,Arts & Entertainment,0.8529318571,Arts & Entertainment,0.566329658,FALSE,200
mrbicycles.com,Automotive & Transportation,0.5435704589,Automotive & Transportation,0.3287364841,FALSE,200
outlookindia.com,News/Media,0.6424750686,Arts & Entertainment,0.3786081374,FALSE,200
sutd.edu.sg,Education/Reference,0.9876493812,Computers & Technology,0.5784482956,FALSE,200
odc.officeapps.com,,,,,TRUE,410
coconuts.co,News/Media,0.7957535982,News/Media,0.3587599397,FALSE,200
chuandaipc.com,,,,,TRUE,410
clinical-partners.co.uk,Health & Medicine,0.9323390722,Health & Medicine,0.5979043841,FALSE,200
jalanow.com,Automotive & Transportation,0.6793805361,Arts & Entertainment,0.1530285776,FALSE,200
totalfreshwords.com,,,,,TRUE,411
mclaren.com,Automotive & Transportation,0.3319910765,Automotive & Transportation,0.1911615729,FALSE,200
jimbelushi.ws,,,,,FALSE,200
ofs-f1145fcc156d7f567a2bb73be5648b52.read.com,,,,,TRUE,500
peta.org,Pets & Animals,0.9052869678,,,FALSE,200
bemuse.ninja,Arts & Entertainment,0.9555471539,Gaming,0.3752816021,FALSE,200
readjujutsu.com,Arts & Entertainment,0.9935889244,Computers & Technology,0.3401595652,FALSE,200
popcorn.app,Arts & Entertainment,0.8393651843,Arts & Entertainment,0.8377249241,FALSE,200
tattoocommit.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
hanakokunscans.online,Arts & Entertainment,0.9921839833,Computers & Technology,0.3485375643,FALSE,200
cerebry.co,Education/Reference,0.7480869889,Computers & Technology,0.4297093153,FALSE,200
cengage.com,Education/Reference,0.4469986856,Education/Reference,0.3733827174,FALSE,200
everydayhealth.com,Health & Medicine,0.8814963102,News/Media,0.5004402995,FALSE,200
mansionglobal.com,Real Estate,1,Real Estate,0.4328258336,FALSE,200
characterdesignreferences.com,Arts & Entertainment,0.372810781,Arts & Entertainment,0.1940517873,FALSE,200
oneesports.gg,Computers & Technology,0.7101721168,Gaming,0.3559920192,FALSE,200
poets.org,Arts & Entertainment,0.9861358404,,,FALSE,200
sgtestpapersfree.com,Education/Reference,0.8862437606,Education/Reference,0.8596878648,FALSE,200
liningreduction.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
brawlify.com,Gaming,0.9057347775,Gaming,0.7629875541,FALSE,200
cortexnodes.com,,,,,TRUE,411
csa.gov.sg,Computers & Technology,0.5894346833,Government & Legal,0.4860856533,FALSE,200
gladly.io,Advertising/Marketing,0.1141019091,,,FALSE,200
azureedge.net,,,,,TRUE,410
surl.li,Computers & Technology,0.4852102697,Web-based Applications,0.168912828,FALSE,200
raisingchildren.net.au,Health & Medicine,1,Health & Medicine,0.5356806517,FALSE,200
tasks.google.com,Email and Messaging,0.3240202665,Email and Messaging,0.2910697162,FALSE,200
user-sync-api.com,,,,,TRUE,410
explaineverything.com,Education/Reference,1,Computers & Technology,0.5571654439,FALSE,200
dhgate.com,Shopping,0.3601724505,Shopping,0.2758139372,FALSE,200
designs.ai,Computers & Technology,0.5305993557,Arts & Entertainment,0.4232591987,FALSE,200
assemblyexchange.com,,,,,TRUE,411
burpple.com,Restaurants & Dining,0.8420529366,Restaurants & Dining,0.4489959776,FALSE,200
receiptify.com,,,,,TRUE,410
playmersiv.live,Gaming,0.1822145283,,,FALSE,200
squibler.io,Arts & Entertainment,0.8565704226,Computers & Technology,0.1884410679,FALSE,200
supremacy1914.com,Computers & Technology,0.9600034952,Gaming,0.2689866126,FALSE,200
ballateprebind.digital,,,,,TRUE,410
ptgncdn.com,,,,,TRUE,410
theuselessweb.com,Arts & Entertainment,0.3321124315,Arts & Entertainment,0.2473231107,FALSE,200
filmlicious.net,Arts & Entertainment,0.9552005529,Arts & Entertainment,0.3230831325,FALSE,200
toppledmidweek.space,,,,,TRUE,410
free-spider-solitaire.com,Gaming,0.9340643883,Gaming,0.8562358022,FALSE,200
yelp.com,Business,0.5841770172,Restaurants & Dining,0.1303863823,FALSE,200
outwardboundshop.com,Shopping,0.3422007859,Shopping,0.2619222701,FALSE,200
jam.gg,Computers & Technology,0.384886533,Computers & Technology,0.2155144364,FALSE,200
singmenu.com,Restaurants & Dining,0.6018026471,Restaurants & Dining,0.5958757401,FALSE,200
voovmeeting.com,Computers & Technology,0.8683380485,Webinars/E-learning,0.410369277,FALSE,200
viviennewestwood.com,Arts & Entertainment,0.905506134,Shopping,0.4477255344,FALSE,200
booklet.com,,,,,TRUE,411
sssclasshunter.com,Arts & Entertainment,0.9931377769,Computers & Technology,0.6676296592,FALSE,200
teamfortress.com,Gaming,0.9126617312,Gaming,0.6791082025,FALSE,200
pastebin.com,Computers & Technology,0.2943313718,Computers & Technology,0.1642991155,FALSE,200
habitica.com,Gaming,0.3657063842,Gaming,0.1421336085,FALSE,200
cambiaupblaze.uno,,,,,TRUE,410
papas-games.io,Gaming,0.9325612187,Gaming,0.8217533827,FALSE,200
geometrydash-free.com,Gaming,0.9229252338,Gaming,0.866425693,FALSE,200
theonion.com,News/Media,0.3946244419,Arts & Entertainment,0.3674054146,FALSE,200
consent.com,,,,,TRUE,411
upload.org,,,,,TRUE,410
animefox.in,Arts & Entertainment,0.9617967606,Arts & Entertainment,0.9557408094,FALSE,200
industrialforemanmovements.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
polygon.com,Gaming,0.8185828924,Shopping,0.1405112147,FALSE,200
prodirectsport.com,Sports & Recreation,0.4907214344,Shopping,0.3252610564,FALSE,200
simcc.org,Sports & Recreation,0.9487366676,Science,0.7224622369,FALSE,200
xcar.com.cn,Automotive & Transportation,0.3783970177,Community Sites,0.2459025383,FALSE,200
gdbrowser.com,Gaming,0.7585496306,Gaming,0.6688196063,FALSE,200
cutt.ly,Computers & Technology,0.7194711566,Web-based Applications,0.2002968341,FALSE,200
randomlists.com,Computers & Technology,0.4093087316,Arts & Entertainment,0.2587666214,FALSE,200
emoticonstext.com,Community Sites,0.5416768193,Email and Messaging,0.3594276905,FALSE,200
innread.com,Computers & Technology,0.820381403,Arts & Entertainment,0.3310094476,FALSE,200
intellipopup.com,,,,,TRUE,411
felt.com,Education/Reference,0.5767648816,Business,0.1246104464,FALSE,200
ketosuz.com,Health & Medicine,1,Health & Medicine,0.5073823333,FALSE,200
moengage.com,Computers & Technology,0.709643662,Computers & Technology,0.6916731,FALSE,200
annulerthrack.space,,,,,TRUE,410
dw.com,News/Media,0.3523958027,News/Media,0.1507704705,FALSE,200
kongregate.com,Gaming,0.7777915001,Gaming,0.3487911522,FALSE,200
singaporeathletics.org.sg,Sports & Recreation,0.6283074617,Arts & Entertainment,0.3466220498,FALSE,200
exampaper.biz,,,,,TRUE,410
pelago.co,Automotive & Transportation,0.6133002043,Automotive & Transportation,0.5690515041,FALSE,200
synchroscript.deliveryengine.com,,,,,TRUE,410
zathong.com,Gaming,0.8102883101,Computers & Technology,0.8047547936,FALSE,200
squigglysilentkey.testaccount413.co,,,,,TRUE,410
fnfunblocked.com,Arts & Entertainment,0.6211920381,Gaming,0.5019845366,FALSE,200
acs.org,Science,0.8078744411,Business,0.673615694,FALSE,200
tokyoghoulre.com,Arts & Entertainment,0.9911108017,Computers & Technology,0.2345156819,FALSE,200
friv5online.com,Gaming,0.9225438833,Gaming,0.7746580243,FALSE,200
secondliferanker.com,Arts & Entertainment,0.6864093542,Arts & Entertainment,0.4323331118,FALSE,200
portal-pokemon.com,Arts & Entertainment,0.7020468712,Gaming,0.2180954665,FALSE,200
geology.com,Science,0.9238772988,,,FALSE,200
evergreensecondary.edu.sg,Education/Reference,0.7666762471,,,FALSE,200
bandsintown.com,Arts & Entertainment,0.7912274599,Arts & Entertainment,0.3053447604,FALSE,200
speedtypingonline.com,,,,,TRUE,410
hypothes.is,Computers & Technology,0.357036978,Education/Reference,0.2547231019,FALSE,200
hydroflask.sg,Home & Garden,0.690684855,Sports & Recreation,0.5236078501,FALSE,200
doublespeakgames.com,Gaming,0.2034960389,Gaming,0.160017103,FALSE,200
xml-v4.co,,,,,TRUE,410
gamesgames.com,Gaming,0.7466979027,Gaming,0.6209391356,FALSE,200
bangkokpost.com,News/Media,0.8314648271,Automotive & Transportation,0.2343588024,FALSE,200
unovarpg.com,Gaming,0.6411243081,Gaming,0.1464838833,FALSE,200
gempakstarz.com,Arts & Entertainment,0.7651550174,Business,0.3300302625,FALSE,200
artsteps.com,Arts & Entertainment,0.5556437969,Arts & Entertainment,0.3863528669,FALSE,200
n-6t5idzng4t2aaabvlkakvdqcqyg5qmioyedqkra-0lu-script.com,,,,,TRUE,410
theholocaustexplained.org,Violence,0.9941620827,Education/Reference,0.7034701705,FALSE,200
monitor.com,,,,,TRUE,410
yoursurveynow.com,,,,,TRUE,410
fluentu.com,Education/Reference,0.9060153365,Arts & Entertainment,0.4361481369,FALSE,200
dable.io,Advertising/Marketing,0.6051166654,Advertising/Marketing,0.2363123894,FALSE,200
aidungeon.io,Computers & Technology,0.1897001863,Gaming,0.1740234494,FALSE,200
pollev.com,News/Media,0.3071795702,Arts & Entertainment,0.1028499976,FALSE,200
movies123.sbs,Arts & Entertainment,0.5358185172,Arts & Entertainment,0.2942822576,FALSE,200
actuallyhierarchyjudgement.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
wizer.me,,,,,TRUE,410
ad4989.co.kr,Shopping,0.1246883571,Automotive & Transportation,0.1220089644,FALSE,200
dribbble.com,Arts & Entertainment,0.8401311636,Web-based Applications,0.2827935517,FALSE,200
helpfulprofessor.com,Education/Reference,0.7734384537,Education/Reference,0.5624488592,FALSE,200
worldskills.sg,Sports & Recreation,0.4936194122,Sports & Recreation,0.3093148768,FALSE,200
dotomi.com,Advertising/Marketing,0.7477911115,Computers & Technology,0.2499721646,FALSE,200
chap.com,,,,,TRUE,411
suss.edu.sg,Education/Reference,0.9871820807,Science,0.2180624902,FALSE,200
howdou.net,Computers & Technology,0.3554533124,Computers & Technology,0.2288936973,FALSE,200
distressamusement.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
descriptionari.com,Arts & Entertainment,0.8552291393,Education/Reference,0.5757516623,FALSE,200
popularcldfa.co,Search Engines & Platforms,0.1471770257,,,FALSE,200
minecraftforfreex.com,Gaming,0.9633617401,Gaming,0.214517042,FALSE,200
mathworklearning.co,Gaming,0.8929319382,Gaming,0.7649483681,FALSE,200
minedit.com,Gaming,0.8272726536,Gaming,0.623382628,FALSE,200
life-stylez.com,Arts & Entertainment,0.6631347537,Shopping,0.2430135161,FALSE,200
you-him-me.com,Health & Medicine,0.4922550023,Health & Medicine,0.1901319921,FALSE,200
mihoyo.com,Gaming,0.1891613603,Computers & Technology,0.1571588367,FALSE,200
core.ac.uk,Education/Reference,0.7610289454,Education/Reference,0.4466744959,FALSE,200
geekly.co.uk,Arts & Entertainment,0.2432439029,Arts & Entertainment,0.1659297049,FALSE,200
unimelb.edu.au,Education/Reference,0.9954366684,,,FALSE,200
eatcells.com,Gaming,0.6539977193,Gaming,0.4594192803,FALSE,200
japan-guide.com,Automotive & Transportation,0.5052982569,Automotive & Transportation,0.2603466213,FALSE,200
newyorker.com,Arts & Entertainment,0.833607018,News/Media,0.2941691279,FALSE,200
2player.co,Gaming,0.9566607475,Gaming,0.8682249784,FALSE,200
manhwature.com,Arts & Entertainment,0.9701382518,Computers & Technology,0.2365097702,FALSE,200
selectthrow.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
quizondo.com,Arts & Entertainment,0.8902528882,Arts & Entertainment,0.3421466053,FALSE,200
skillsfuturefestival.sg,Arts & Entertainment,0.2754704058,Arts & Entertainment,0.1804898232,FALSE,200
bigcartel.com,Shopping,0.5490911603,Arts & Entertainment,0.2462809533,FALSE,200
imagecolorpicker.com,Computers & Technology,0.5356847048,Computers & Technology,0.4020490944,FALSE,200
yokai.com,Arts & Entertainment,0.9277035594,Education/Reference,0.3207331598,FALSE,200
rscripts.net,Gaming,0.5594059229,Gaming,0.4966547489,FALSE,200
evoworld.io,Gaming,0.828633368,Gaming,0.6827386618,FALSE,200
pythonsandbox.com,Computers & Technology,0.7401393652,Computers & Technology,0.3818513453,FALSE,200
subwaysurfersgame.io,Gaming,0.8741197586,Gaming,0.7846304774,FALSE,200
conjuguemos.com,Education/Reference,0.5571331978,Education/Reference,0.3698337078,FALSE,200
html.com,Web-based Applications,0.7631233335,Computers & Technology,0.4989387989,FALSE,200
codesandbox.io,Computers & Technology,0.8602813482,Web-based Applications,0.2914704084,FALSE,200
formsassistanceclassy.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
xichess.com,Gaming,0.9273157716,Gaming,0.615499258,FALSE,200
sota.edu.sg,Arts & Entertainment,0.8606894016,Education/Reference,0.7644692659,FALSE,200
eclipsecraft.xyz,Business,0.3704098761,Computers & Technology,0.1913113296,FALSE,200
nonotro.name,Social Networking,0.1083905324,,,FALSE,200
wideurl.com,,,,,TRUE,410
oauth.online.com,,,,,TRUE,410
abcya.com,Gaming,0.3827393353,Arts & Entertainment,0.2591349185,FALSE,200
cutesymbols.net,Community Sites,0.2588539422,Social Networking,0.2063893527,FALSE,200
serebii.net,Gaming,0.9283483624,Gaming,0.5769316554,FALSE,200
insanelygoodrecipes.com,Restaurants & Dining,0.8944442272,Restaurants & Dining,0.1117064953,FALSE,200
feverup.com,Arts & Entertainment,0.4248998761,Arts & Entertainment,0.3071517646,FALSE,200
bharian.com.my,Violence,0.4232336581,News/Media,0.4177878797,FALSE,200
masteranime.tv,Arts & Entertainment,0.9199207425,Arts & Entertainment,0.8872963786,FALSE,200
beadsofbullets.com,Arts & Entertainment,1,Arts & Entertainment,0.5417236686,FALSE,200
demolishskyscrapersharp.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
customuse.com,Computers & Technology,1,Freeware/Software,0.2242056727,FALSE,200
papasgaming.com,Gaming,0.7690443993,Gaming,0.5966222286,FALSE,200
irunblocked.com,,,,,TRUE,411
wallpapersafari.com,Community Sites,0.97982198,,,FALSE,200
myflm4u.biz,Arts & Entertainment,0.8536313176,Arts & Entertainment,0.8143225312,FALSE,200
opus.pro,Computers & Technology,1,Arts & Entertainment,0.3837552965,FALSE,200
yt5s.io,Arts & Entertainment,0.6359654665,Social Networking,0.2763026655,FALSE,200
smallseotools.com,Search Engines & Platforms,0.9250023961,Computers & Technology,0.3510298133,FALSE,200
nightcomic.com,Arts & Entertainment,0.842228651,Computers & Technology,0.6563379169,FALSE,200
gamesfashionarchive.net,Arts & Entertainment,0.7717577815,Gaming,0.3110729158,FALSE,200
enjing.com,Computers & Technology,0.6530707479,Arts & Entertainment,0.352137953,FALSE,200
adventr.io,Arts & Entertainment,0.2917790711,Advertising/Marketing,0.1660217494,FALSE,200
ero-labs.com,Adult,1,Gaming,0.1660146266,FALSE,200
drawbattle.io,Arts & Entertainment,0.5090221763,Gaming,0.4410011768,FALSE,200
melodyplans.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
plenitudedevoidlag.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
solarmovie.one,Arts & Entertainment,0.9083682299,Arts & Entertainment,0.4886532128,FALSE,200
clinch.co,Search Engines & Platforms,0.3767138124,Computers & Technology,0.3645530343,FALSE,200
opengroup.store,,,,,TRUE,410
ask.gov.sg,Government & Legal,0.9995954633,Health & Medicine,0.2071510851,FALSE,200
readchainsaw.online,,,,,TRUE,410
radarbox.com,Automotive & Transportation,0.9221906662,Computers & Technology,0.7230933905,FALSE,200
mot.gov.sg,Government & Legal,0.9929280281,Automotive & Transportation,0.613715291,FALSE,200
currents.google.com,Email and Messaging,0.3240202665,Email and Messaging,0.2910697162,FALSE,200
burgerking.com.sg,Restaurants & Dining,1,Restaurants & Dining,0.2314848155,FALSE,200
indianexpress.com,News/Media,1,News/Media,0.2375564277,FALSE,200
ssyoutube.com,Arts & Entertainment,0.474524647,Computers & Technology,0.4031495154,FALSE,200
vg247.com,Gaming,0.6702824235,Gaming,0.194850415,FALSE,200
9movies.top,Arts & Entertainment,0.987970829,Arts & Entertainment,0.3370729685,FALSE,200
mangaupdates.com,Arts & Entertainment,0.9854774475,,,FALSE,200
96reward.com,,,,,TRUE,411
printify.com,Shopping,0.7407897711,Business,0.7173755169,FALSE,200
mettl.com,Business,0.4694903493,Education/Reference,0.446551621,FALSE,200
webwhiteboard.com,Computers & Technology,0.8966795206,,,FALSE,200
radiotimes.com,Arts & Entertainment,0.3686880171,Arts & Entertainment,0.323571682,FALSE,200
interestingliterature.com,Arts & Entertainment,0.6255593896,Education/Reference,0.3026955128,FALSE,200
thewoksoflife.com,Restaurants & Dining,0.7756493688,Restaurants & Dining,0.2827973068,FALSE,200
coolsymbols.io,Community Sites,0.1294389665,Social Networking,0.1244144589,FALSE,200
simccocs.org,,,,,FALSE,200
mihuashi.com,Arts & Entertainment,0.2895953059,Business,0.2789591253,FALSE,200
id5-sync.com,,,,,TRUE,410
static.wikia.net,,,,,TRUE,410
stags.com,,,,,TRUE,0
niadd.com,,,,,TRUE,411
iloveimg.com,Computers & Technology,0.9910859466,Computers & Technology,0.7735452056,FALSE,200
vgperson.com,Gaming,0.5432593226,Computers & Technology,0.3206148148,FALSE,200
wuxianxs.cc,Computers & Technology,0.9770919681,,,FALSE,200
epidemicsound.com,Arts & Entertainment,0.9375886917,Arts & Entertainment,0.2327137887,FALSE,200
miniclip.com,Computers & Technology,0.5360757709,Gaming,0.4427017272,FALSE,200
piwik.pro,Computers & Technology,0.7475194931,Web-based Applications,0.7322262526,FALSE,200
swensens.com.sg,Restaurants & Dining,0.4301056266,Restaurants & Dining,0.2027422041,FALSE,200
247pool.com,Sports & Recreation,0.8540690541,Gaming,0.7723414898,FALSE,200
p-bandai.com,Shopping,0.824033618,Shopping,0.1017336175,FALSE,200
eleceedscan.com,Arts & Entertainment,0.9914962053,Computers & Technology,0.340431124,FALSE,200
apponfly.com,Web-based Applications,0.3148599565,Computers & Technology,0.3001077175,FALSE,200
rajputsurhetia.com,Computers & Technology,0.155675754,,,FALSE,200
hbogoasia.sg,Arts & Entertainment,0.7204322219,Arts & Entertainment,0.1050247476,FALSE,200
brainpop.com,Education/Reference,0.3369835913,Arts & Entertainment,0.2252850533,FALSE,200
eph.com.sg,,,,,TRUE,0
abpsl23.com,,,,,TRUE,411
bookdepository.com,Shopping,0.9106127024,,,FALSE,200
jjk0.com,Arts & Entertainment,0.9935770035,Computers & Technology,0.2750705183,FALSE,200
espzen.com,,,,,TRUE,410
ohchr.org,,,,,TRUE,411
scribble-io.online,Gaming,0.8447353244,Gaming,0.7117691636,FALSE,200
jspinyin.net,Arts & Entertainment,0.9779393077,Arts & Entertainment,0.7483902574,FALSE,200
sassymamasg.com,Health & Medicine,0.7428962588,Education/Reference,0.512981534,FALSE,200
endnode1.com,,,,,TRUE,410
wind-breaker.online,Arts & Entertainment,0.9873452783,Computers & Technology,0.1854262948,FALSE,200
readdemonslayer.com,Arts & Entertainment,0.9938963056,Computers & Technology,0.2852463424,FALSE,200
spicysparks.com,News/Media,0.1300248206,,,FALSE,200
mangafoxfull.com,Arts & Entertainment,0.9958265424,Computers & Technology,0.3644620776,FALSE,200
studiousguy.com,Education/Reference,0.8272325993,Science,0.3865790069,FALSE,200
hermes.com,Shopping,0.4809691608,Arts & Entertainment,0.4446561038,FALSE,200
troutrequires.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
garena.sg,Gaming,0.3616809249,Gaming,0.2988978326,FALSE,200
csw.live,Computers & Technology,0.334279269,Education/Reference,0.216647312,FALSE,200
planespotters.net,Automotive & Transportation,0.8654068112,Automotive & Transportation,0.8457086682,FALSE,200
marapets.com,Gaming,0.7639418244,Gaming,0.4498642683,FALSE,200
snoutcaffeinecrowded.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
aware.org.sg,Arts & Entertainment,0.4368897676,Health & Medicine,0.4069658518,FALSE,200
thecollectionatoz.com,Arts & Entertainment,0.6811898947,Arts & Entertainment,0.3659928441,FALSE,200
uuidksinc.net,,,,,TRUE,411
postermywall.com,Arts & Entertainment,0.3162774444,Advertising/Marketing,0.2505427897,FALSE,200
brookings.edu,Government & Legal,0.619276166,Government & Legal,0.2818885446,FALSE,200
readhaikyuu.net,,,,,TRUE,411
mangatyrant.com,Arts & Entertainment,0.9940885901,Computers & Technology,0.2658343315,FALSE,200
minikatana.com,Shopping,0.8928839564,Weapons,0.492541939,FALSE,200
surveyrouter.com,,,,,TRUE,410
redirect.mical385.co,,,,,TRUE,500
haikyumanga.com,,,,,TRUE,411
serving-adsserve.com,,,,,TRUE,410
256wx.net,Computers & Technology,0.9865223765,,,FALSE,200
futureme.org,Arts & Entertainment,0.4723407328,Education/Reference,0.3744819164,FALSE,200
spd.org.sg,Arts & Entertainment,0.807189405,Religion & Spirituality,0.4710672796,FALSE,200
fb2bookfree.com,Computers & Technology,0.9282549024,Freeware/Software,0.112194322,FALSE,200
nudgercoptine.life,,,,,TRUE,410
taming-io.co,Gaming,0.8210673928,Gaming,0.7475787401,FALSE,200
sgh.com.sg,Health & Medicine,0.9680303335,,,FALSE,200
pap.org.sg,News/Media,0.694412291,Government & Legal,0.233710289,FALSE,200
edulabs.sg,Computers & Technology,0.8451213241,Computers & Technology,0.5806042552,FALSE,200
kevin.games,Gaming,0.8414316177,Gaming,0.7588580847,FALSE,200
unhonednitella.life,,,,,TRUE,410
wallstreetsurvivor.com,Computers & Technology,0.9789097905,Financial Services,0.9382179976,FALSE,200
loadingartist.com,Arts & Entertainment,0.5384736657,Community Sites,0.1792846769,FALSE,200
modrinth.com,Gaming,0.9628859162,Gaming,0.9458499551,FALSE,200
goodoldtetris.com,Gaming,0.8409767747,Gaming,0.7929028869,FALSE,200
traveltriangle.com,Travel,0.4055105746,Travel,0.1116527691,FALSE,200
spread.pub,,,,,TRUE,410
yidio.com,Arts & Entertainment,1,Arts & Entertainment,0.7045617104,FALSE,200
babygames.com,Gaming,0.7270965576,Arts & Entertainment,0.5899407864,FALSE,200
ssisurveys.com,,,,,TRUE,410
dragontea.ink,Arts & Entertainment,0.599252522,,,FALSE,200
swordmastersyoungestson.com,Arts & Entertainment,0.9882947206,Computers & Technology,0.1296408325,FALSE,200
sibautomation.com,,,,,TRUE,411
japanesepod101.com,Education/Reference,0.8932788372,,,0,200
zoechip.com,Arts & Entertainment,0.9365286231,Arts & Entertainment,0.3721256852,FALSE,200
savagelylizard.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
digitalatlasproject.net,,,,,TRUE,0
mensa.org,Science,0.2852686346,Sports & Recreation,0.2283277214,FALSE,200
whereaboutsgolancould.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
douyu.com,Arts & Entertainment,0.9127475619,Computers & Technology,0.2107172012,FALSE,200
koogreep.com,,,,,TRUE,410
w3tamil.com,Arts & Entertainment,0.1188245714,Arts & Entertainment,0.1017980129,FALSE,200
dewey-f0a5c7fc7e194e382427ed01c9b6515e.read.com,,,,,TRUE,410
ggrecon.com,Gaming,0.7215771079,Gaming,0.1913534254,FALSE,200
lioncitysailors.academy,Sports & Recreation,0.6693612933,Sports & Recreation,0.2661009729,FALSE,200
iot.com,,,,,TRUE,410
dazepuzzle.com,Gaming,0.9640818238,Arts & Entertainment,0.8891338706,FALSE,200
abtasty.com,Search Engines & Platforms,0.3154106736,Computers & Technology,0.3142229617,FALSE,200
bunjang.co.kr,Shopping,0.7713307142,Automotive & Transportation,0.1367543936,FALSE,200
roll20.net,Gaming,0.7070924044,Gaming,0.6454916,FALSE,200
playgo1.cc,Gaming,0.2247159034,,,FALSE,200
verywellfit.com,Health & Medicine,0.4630976319,Health & Medicine,0.2173879594,FALSE,200
safekidgames.com,Gaming,0.5985473394,Sports & Recreation,0.3563844264,FALSE,200
eservices.gov.sg,,,,,TRUE,410
h.sing-hunghung.co,,,,,TRUE,410
nsultingcoe.net,,,,,TRUE,411
novlr.org,Arts & Entertainment,0.8296274543,,,FALSE,200
askingswoalds.top,,,,,TRUE,410
bestdiscoveries.co,Automotive & Transportation,0.356362313,Automotive & Transportation,0.1655483693,FALSE,200
pureprofile.com,Business,0.4585597515,Advertising/Marketing,0.2485943139,FALSE,200
i2symbol.com,Community Sites,0.7166846991,Social Networking,0.3616958559,FALSE,200
variety.com,Arts & Entertainment,0.4154542983,News/Media,0.3399490416,FALSE,200
today.com,Arts & Entertainment,0.6443015933,News/Media,0.2796304822,FALSE,200
footytictactoe.com,Gaming,0.6850462556,Sports & Recreation,0.3752016425,FALSE,200
rokt.com,Shopping,0.4582086802,Advertising/Marketing,0.1450920999,FALSE,200
pond5.com,Shopping,0.6235098243,Arts & Entertainment,0.5995768309,FALSE,200
intepigo.com,,,,,TRUE,410
bandcamp.com,Arts & Entertainment,0.6226325631,Arts & Entertainment,0.5183817744,FALSE,200
matchsimulator.com,Sports & Recreation,0.768774569,Sports & Recreation,0.3214128911,FALSE,200
msftauth.net,,,,,TRUE,410
resesmyinteukr.info,,,,,TRUE,411
list-manage.com,,,,,FALSE,200
tech.gov.sg,Government & Legal,1,Computers & Technology,0.218722865,FALSE,200
onenote.officeapps.com,,,,,TRUE,410
kpopstarz.com,Arts & Entertainment,0.8078619838,Arts & Entertainment,0.3982979059,FALSE,200
quiz-maker.com,Arts & Entertainment,0.8180019855,Computers & Technology,0.3263970912,FALSE,200
cna.asia,News/Media,0.9640933871,News/Media,0.2340032905,FALSE,200
joltperforming.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
soaheeme.net,,,,,TRUE,410
apption.co,Computers & Technology,0.513415277,Computers & Technology,0.4035362601,FALSE,200
kissanime.ru,,,,,TRUE,410
cartrigechances.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
craiyon.com,Computers & Technology,0.5349440575,Computers & Technology,0.3382825255,0,200
prtrackings.com,,,,,TRUE,411
genesistls.com,Arts & Entertainment,0.6202980876,Computers & Technology,0.4587045312,FALSE,200
songkick.com,Arts & Entertainment,0.7907338738,Arts & Entertainment,0.4584379792,FALSE,200
